feature,importance
congestion_surcharge,0.3031204712364464
trip_distance,0.11460631585622341
speed_mph,0.10419897966969248
duration_min,0.10392763425001483
fare_amount,0.08566219601328817
extra,0.028582552658315986
borough_Manhattan,0.026070012793327012
is_airport_trip,0.025456780930108194
passenger_count,0.021845984970894867
hour_Airport Rush,0.014806658792623398
