model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.6828760868042019,0.665655387668445,0.5311442805661306,0.35592080000787973
simple_linear_regression,1.6904847290570442,0.6630160661734722,0.5268951028003178,0.07831710006576031
naive_mean_tip_regression,2.457860844778811,1.328916038221975,-0.0001140346311210294,0.0
