feature,coef
hour_Daytime,-0.11963055872695277
weekend,-0.04722742914858419
hour_Airport Rush,-0.031752866689451056
hour_Evening Commute,-0.013387968907109164
speed_mph,-0.0032697981446165618
extra,-0.0031246200611425483
passenger_count,-4.5679497550896284e-05
month_March,0.00419583992968086
month_February,0.006231150864929913
hour_Nightlife,0.009603807666413921
