feature,log_odds_coef,odds_ratio,abs_log_odds_coef
is_airport_trip,1.0041731894896297,2.729649436709338,1.0041731894896297
month_April,-0.9908060715856549,0.3712772942933302,0.9908060715856549
borough_Unknown,0.9659371379848593,2.6272485976302593,0.9659371379848593
month_May,-0.9630165879028807,0.38173959630157817,0.9630165879028807
month_July,-0.7811218480071169,0.45789203778897763,0.7811218480071169
congestion_surcharge,0.756118204745511,2.129991959316674,0.756118204745511
month_June,-0.7019462829458917,0.4956197482104352,0.7019462829458917
month_August,-0.6331655000319191,0.5309085472193406,0.6331655000319191
hour_Daytime,0.579413468346742,1.784991169832365,0.579413468346742
hour_Evening Commute,0.5738367284306798,1.7750644434381773,0.5738367284306798
borough_Queens,0.5448284701610707,1.7243125859480724,0.5448284701610707
hour_Nightlife,0.48800488320958957,1.6290628050082627,0.48800488320958957
month_September,-0.48288129747107944,0.6170030588502805,0.48288129747107944
month_December,-0.46771464410451596,0.6264322542923066,0.46771464410451596
borough_Brooklyn,0.3757547110065417,1.4560899271308376,0.3757547110065417
month_October,-0.37272977515282674,0.6888513524471928,0.37272977515282674
month_November,-0.37078621973913756,0.6901914751019398,0.37078621973913756
borough_Manhattan,0.3258906922957214,1.3852639405756313,0.3258906922957214
borough_Staten Island,0.24792891271249562,1.2813688399211856,0.24792891271249562
hour_Airport Rush,-0.24599097895320834,0.781929278714272,0.24599097895320834
month_March,-0.1498658456021701,0.8608234519309428,0.1498658456021701
weekend,-0.12455132420187019,0.8828929464277093,0.12455132420187019
rate_code,0.09256140355789343,1.096980497997837,0.09256140355789343
extra,-0.07560535729361925,0.9271820399974574,0.07560535729361925
tolls_amount,-0.06060774444032844,0.9411923553115578,0.06060774444032844
fare_amount,-0.02689452500175864,0.973463912214075,0.02689452500175864
month_February,-0.01419115742720706,0.9859090624087525,0.01419115742720706
speed_mph,0.011623653021582067,1.0116914701826978,0.011623653021582067
passenger_count,0.00011754052678882335,1.0001175474349473,0.00011754052678882335
