feature,coef
is_airport_trip,0.543499912376393
tolls_amount,0.20245463232361277
fare_amount,0.17484618050180514
extra,0.1411669798493608
month_April,0.035490300763221364
month_December,0.033540627490125555
month_October,0.024150881036860965
month_November,0.009551716372880695
passenger_count,0.006369589032516068
month_March,0.006299585679541327
