feature,coef
borough_Queens,-0.5409465574020336
borough_Manhattan,-0.4244391738471946
borough_Unknown,-0.396713895676967
borough_Brooklyn,-0.25697293539065563
rate_code,-0.11124639367986358
weekend,-0.032492550141749475
hour_Daytime,-0.030656286206785274
month_June,-0.017507373853385137
hour_Airport Rush,-0.010380397893148314
month_September,-0.009957228223517692
