feature,log_odds_coef,odds_ratio,abs_log_odds_coef
is_airport_trip,0.8845981145633418,2.4220108249895635,0.8845981145633418
borough_Unknown,0.8643039661354668,2.3733535764808,0.8643039661354668
borough_Manhattan,0.8488636152698407,2.3369896230725993,0.8488636152698407
hour_Evening Commute,0.47878122834234726,1.6141059762893524,0.47878122834234726
hour_Nightlife,0.45167803754947444,1.570946081496874,0.45167803754947444
borough_Brooklyn,0.4458180159789991,1.5617672239914389,0.4458180159789991
hour_Daytime,0.3905656570113303,1.4778164947620502,0.3905656570113303
hour_Airport Rush,-0.28270705391392864,0.7537405608680636,0.28270705391392864
rate_code,0.20501705635995196,1.2275460022510922,0.20501705635995196
weekend,-0.17284572164961992,0.8412673941790975,0.17284572164961992
month_August,-0.14220908759783113,0.8674398666054162,0.14220908759783113
month_October,-0.1348040554770832,0.8738871283094467,0.1348040554770832
month_September,-0.07949967037111078,0.9235783244066534,0.07949967037111078
borough_Queens,0.06970050531114683,1.0721870188457976,0.06970050531114683
passenger_count,-0.06408125305262083,0.9379287868574421,0.06408125305262083
extra,-0.06043540892965048,0.941354570154044,0.06043540892965048
month_March,0.05047938099997596,1.051775176579033,0.05047938099997596
month_April,0.04742732369348056,1.0485699921578686,0.04742732369348056
month_July,-0.04560842223449191,0.9554160086175882,0.04560842223449191
tolls_amount,0.043529836473028626,1.0444911577793776,0.043529836473028626
month_February,0.039538337441206065,1.0403303817252942,0.039538337441206065
fare_amount,-0.03850909401045317,0.9622229542344249,0.03850909401045317
month_December,-0.03244093868652082,0.9680796241970504,0.03244093868652082
month_June,0.02445603677924183,1.024757538474989,0.02445603677924183
speed_mph,0.016757754999165465,1.0168989537977622,0.016757754999165465
duration_min,0.015807069452744273,1.0159326620527915,0.015807069452744273
month_November,0.01031273336623663,1.0103660928706806,0.01031273336623663
month_May,0.0028514887565818958,1.0028555581176395,0.0028514887565818958
