model,roc_auc,avg_precision,f1,precision,recall,accuracy,fit_seconds
optimized_random_forest_classifier,0.5947709438360886,0.9679506958476208,0.9790918000653381,0.95904,1.0,0.95904,14.635774299968034
simple_logistic_regression,0.5690643493835632,0.9645006826526301,0.9790918000653381,0.95904,1.0,0.95904,1.4610902999993414
naive_majority_tip_classifier,0.5,0.95904,0.9790918000653381,0.95904,1.0,0.95904,0.0
