model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.1238414656242197,0.5472763554393649,0.7526477970912251,1.06753169989679
simple_linear_regression,1.1298771396974416,0.5345765732128233,0.7499838159353152,0.07567659998312593
naive_mean_tip_regression,2.2596823636407146,1.4082804666622029,-1.0839705566478841e-06,0.0
