cluster,fare_amount,tolls_amount,passenger_count,trip_distance,duration_min,speed_mph,tip_rate_pct,is_airport_trip_num
0,-0.25388424848802926,-0.26181681508105553,2.78938994093705,-0.27447115612364625,-0.19099348067066002,-0.21095289171817444,0.020777763319996763,-0.30416343761610143
1,-0.29865303953471445,-0.2706385998993326,-0.27079527864735,-0.30809738724831437,-0.23712197793132184,-0.23421232219016752,0.05140201190288922,-0.31249436358237803
2,2.461985361627889,3.5903651676145865,0.07010825164069244,2.5695591338122052,1.9777664789875062,1.8635594351001055,-0.24712925101469416,2.6541684883667527
3,2.192960935855493,-0.2610426094661657,-0.05292385084451399,2.236522362077116,1.6859679387388957,1.8579113116566992,-0.6332542088853541,2.238750015653814
