feature,mean_,scale_
fare_amount,13.942552772000008,11.211073331915868
tolls_amount,0.47234766800000005,1.692271562691686
passenger_count,1.416929,0.9442139635479876
trip_distance,3.398440450727439,4.129791878063246
duration_min,15.412571151360297,11.636552933826698
speed_mph,11.937564988360261,6.27384379406124
tip_rate_pct,26.129490106284994,10.63553997870192
is_airport_trip_num,0.0920336,0.2890733755831554
