column,lower_quantile,upper_quantile,lower_bound,upper_bound
fare_amount,0.003,0.997,3.5,60.5
tolls_amount,0.003,0.997,0.0,6.55
trip_distance,0.003,0.997,0.2800000011920929,21.81999969482422
duration_min,0.003,0.997,1.6200000047683716,76.0999984741211
speed_mph,0.003,0.997,2.559999942779541,40.7400016784668
tip_rate_pct,0.003,0.997,0.0,83.33333134651184
