feature,coef
borough_Brooklyn,0.8001754716269909
is_airport_trip,0.5052062915787148
borough_Unknown,0.44072791372150355
borough_Manhattan,0.28536929369079844
tolls_amount,0.19488937314720367
fare_amount,0.1811628819730825
borough_Queens,0.1631436875876626
congestion_surcharge,0.14215056874739557
airport_fee,0.11218131191043587
month_December,0.06224728193708494
