feature,log_odds_coef,odds_ratio,abs_log_odds_coef
borough_Unknown,1.199894649082728,3.319767163797323,1.199894649082728
is_airport_trip,1.1212713533564596,3.0687531939436687,1.1212713533564596
congestion_surcharge,0.653440628070753,1.9221428435863626,0.653440628070753
hour_Evening Commute,0.5126708458253385,1.6697448758819515,0.5126708458253385
hour_Daytime,0.4965139094075643,1.6429836856700457,0.4965139094075643
mta_tax,0.4441858926319033,1.559220306249767,0.4441858926319033
hour_Nightlife,0.3728952122542177,1.4519321871601254,0.3728952122542177
hour_Airport Rush,-0.3567340384254828,0.699958635081506,0.3567340384254828
borough_Queens,0.34594869542375345,1.4133301036555255,0.34594869542375345
borough_Staten Island,-0.33820539713813597,0.7130488146703218,0.33820539713813597
month_November,0.31597177696062523,1.3715915445976046,0.31597177696062523
borough_Manhattan,0.29939500124579604,1.349042391669274,0.29939500124579604
month_December,0.2581473263032009,1.2945295228250027,0.2581473263032009
month_October,0.250974874230385,1.28527779033184,0.250974874230385
month_June,0.24730262942114214,1.280566591270367,0.24730262942114214
borough_Brooklyn,0.23336029746831055,1.262836394125709,0.23336029746831055
rate_code,0.2179124886642358,1.243478244415337,0.2179124886642358
weekend,-0.14455959388851272,0.8654033381163158,0.14455959388851272
month_September,0.14390728966299823,1.1547770437930946,0.14390728966299823
month_April,0.13643681895322646,1.1461824584805076,0.13643681895322646
month_July,0.12601798680622314,1.1343025705800738,0.12601798680622314
airport_fee,0.11872500049001977,1.126060209699574,0.11872500049001977
extra,-0.11785719838774861,0.888822968905442,0.11785719838774861
month_May,0.09596474346059061,1.1007202557227858,0.09596474346059061
tolls_amount,-0.07135050142637643,0.9311354706147308,0.07135050142637643
month_February,0.04364734246068527,1.0446138989557414,0.04364734246068527
month_August,0.039002960014739775,1.0397735613906705,0.039002960014739775
fare_amount,-0.03220133253235669,0.9683116098242109,0.03220133253235669
month_March,0.023648891840636326,1.0239307443307522,0.023648891840636326
passenger_count,-0.016095491658845305,0.9840333485917949,0.016095491658845305
speed_mph,0.008744262195501886,1.0087826049343422,0.008744262195501886
