model,roc_auc,avg_precision,f1,precision,recall,accuracy,fit_seconds
optimized_random_forest_classifier,0.6406607591842505,0.9780695897789922,0.9831349811819754,0.9668680725061022,0.9999586161231584,0.96684,13.90127809997648
simple_logistic_regression,0.6215396074392765,0.9752624019868493,0.9830656726436875,0.9666953373472286,1.0,0.9667,1.0944821999873966
naive_majority_tip_classifier,0.5,0.96656,0.9829956879017167,0.96656,1.0,0.96656,0.0
