year,target,sample_rows,train_rows,valid_rows,train_tip_share_pct,valid_tip_share_pct,outlier_method,outlier_cols_used_n,outlier_train_rows_removed,outlier_valid_rows_removed,best_reg_model,best_reg_rmse,best_reg_mae,best_reg_r2,naive_reg_rmse,best_reg_rmse_gain_vs_naive,best_cls_model,best_cls_roc_auc,best_cls_avg_precision,best_cls_f1,naive_cls_roc_auc,best_cls_auc_gain_vs_naive,opt_lgbm_tuned,opt_lgbm_trials,opt_rf_tuned,opt_rf_trials
2021,tip_amount,250000,200000,50000,96.6565,96.65599999999999,winsor,6,0,0,optimized_lightgbm_regression,1.5558546162565836,0.6899013772511673,0.6106662560726506,2.493545166599008,0.9376905503424244,optimized_random_forest_classifier,0.6406607591842505,0.9780695897789922,0.9831349811819754,0.5,0.14066075918425047,True,40,True,30
