feature,coef
rate_code,-0.14189056041951273
hour_Daytime,-0.09206787527830838
weekend,-0.04884829076250286
hour_Airport Rush,-0.029685536281931
hour_Evening Commute,-0.022725081695334465
month_April,-0.02249576007520829
month_May,-0.019640233860586255
hour_Nightlife,-0.018761575313078836
month_October,-0.0112267630111521
month_June,-0.009103871811940245
