model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.5558546162565836,0.6899013772511673,0.6106662560726506,0.33976109989453107
simple_linear_regression,1.5584699520430425,0.6861780462166517,0.6093562438467126,0.09083020000252873
naive_mean_tip_regression,2.493545166599008,1.4830468731161885,-4.259618599777859e-05,0.0
