model,roc_auc,avg_precision,f1,precision,recall,accuracy,fit_seconds
optimized_random_forest_classifier,0.5968679359568039,0.9706858993026983,0.9807774629512608,0.96228,1.0,0.96228,13.399841499980539
simple_logistic_regression,0.5726610064617212,0.9675311322518354,0.9807774629512608,0.96228,1.0,0.96228,1.278388399980031
naive_majority_tip_classifier,0.5,0.96228,0.9807774629512608,0.96228,1.0,0.96228,0.0
