feature,coef,abs_coef
is_airport_trip,0.5787954409877797,0.5787954409877797
borough_Brooklyn,0.2323334482481303,0.2323334482481303
tolls_amount,0.21473326610980756,0.21473326610980756
rate_code,-0.21120344794465998,0.21120344794465998
extra,0.17907099212988503,0.17907099212988503
fare_amount,0.17326966649942172,0.17326966649942172
borough_Unknown,0.16214058850845398,0.16214058850845398
borough_Manhattan,0.1278216541904851,0.1278216541904851
month_December,0.028560193887890422,0.028560193887890422
month_November,0.02608553897290427,0.02608553897290427
month_September,-0.02166110387430289,0.02166110387430289
month_May,-0.021143445304520905,0.021143445304520905
weekend,-0.02091203036062441,0.02091203036062441
month_June,0.019955781873701447,0.019955781873701447
borough_Queens,0.01726305688772548,0.01726305688772548
month_March,0.012338377040213512,0.012338377040213512
hour_Airport Rush,-0.01171450884484982,0.01171450884484982
hour_Daytime,-0.010697437018112044,0.010697437018112044
hour_Evening Commute,-0.008123073909322204,0.008123073909322204
passenger_count,0.00676437308509375,0.00676437308509375
month_February,0.006011033889052678,0.006011033889052678
duration_min,0.004368582633597252,0.004368582633597252
month_July,0.004217561695903971,0.004217561695903971
month_April,-0.004011201573298871,0.004011201573298871
month_October,0.0025894930617863217,0.0025894930617863217
month_August,0.0022106962056623633,0.0022106962056623633
speed_mph,-0.0006422491494697526,0.0006422491494697526
hour_Nightlife,-0.0005446592347338343,0.0005446592347338343
