model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.1805817796570204,0.5702459034611193,0.727875337033927,0.4161302999127656
simple_linear_regression,1.188628287899572,0.558437015654942,0.7241532477939681,0.07446569995954633
naive_mean_tip_regression,2.263143671628904,1.4050466539314495,-4.6340662418487e-09,0.0
