feature,coef
is_airport_trip,0.5787954409877797
borough_Brooklyn,0.2323334482481303
tolls_amount,0.21473326610980756
extra,0.17907099212988503
fare_amount,0.17326966649942172
borough_Unknown,0.16214058850845398
borough_Manhattan,0.1278216541904851
month_December,0.028560193887890422
month_November,0.02608553897290427
month_June,0.019955781873701447
