model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.5898453942639892,0.7240274533069779,0.6880082217977088,0.5169716000091285
simple_linear_regression,1.5966591474025373,0.7147181065873307,0.6853282248455967,0.0926323999883607
naive_mean_tip_regression,2.846392667247394,1.7805069005610636,-5.293113310411712e-05,0.0
