feature,coef
is_airport_trip,0.5385630397439749
mta_tax,0.5224457298907659
improvement_surcharge,0.3735966979569371
tolls_amount,0.21329013404011543
fare_amount,0.1839510704638864
congestion_surcharge,0.1221606874128506
borough_Brooklyn,0.10098408608404905
borough_Unknown,0.07987817998072178
borough_Queens,0.07445523691609651
hour_Airport Rush,0.05206938603018416
