feature,coef
airport_fee,-0.20105861092737246
hour_Daytime,-0.11336491421862623
borough_Manhattan,-0.07497985964167588
rate_code,-0.06452860456118195
weekend,-0.04243526453431963
hour_Nightlife,-0.039924855781362005
hour_Evening Commute,-0.02995857246399135
speed_mph,-0.007047479518398472
passenger_count,0.006581307444553325
month_August,0.014326731078025647
