model,roc_auc,avg_precision,f1,precision,recall,accuracy,fit_seconds
optimized_random_forest_classifier,0.6098283908725977,0.9764931609652981,0.983791474010467,0.9681,1.0,0.9681,12.181756200036034
simple_logistic_regression,0.5947217168101303,0.9755632433156254,0.983791474010467,0.9681,1.0,0.9681,1.2382817999459803
naive_majority_tip_classifier,0.5,0.9681,0.983791474010467,0.9681,1.0,0.9681,0.0
