feature,log_odds_coef,odds_ratio,abs_log_odds_coef
borough_Unknown,0.6664571695241306,1.9473260390777711,0.6664571695241306
mta_tax,0.660498744829503,1.9357575427513056,0.660498744829503
hour_Evening Commute,0.5607577301917228,1.7519995404110809,0.5607577301917228
hour_Daytime,0.4704633599306465,1.6007357382036134,0.4704633599306465
borough_Brooklyn,0.4462978235320429,1.5625167515017069,0.4462978235320429
congestion_surcharge,0.4397816939001034,1.5523682900506028,0.4397816939001034
hour_Nightlife,0.4170134040106926,1.5174228523509077,0.4170134040106926
borough_Manhattan,0.34209361408553324,1.4078920898757188,0.34209361408553324
airport_fee,0.32807740403704805,1.3882964278787477,0.32807740403704805
improvement_surcharge,-0.2811538181238424,0.7549122073697296,0.2811538181238424
hour_Airport Rush,-0.2760364452717177,0.7587852761217404,0.2760364452717177
borough_Queens,0.19106598352889395,1.2105393251026537,0.19106598352889395
month_April,0.18689652251070907,1.2055025362199063,0.18689652251070907
weekend,-0.16914831202146283,0.8443836618510719,0.16914831202146283
is_airport_trip,0.1532796651230251,1.1656509252721239,0.1532796651230251
month_November,0.14906559202686312,1.1607491225998174,0.14906559202686312
month_December,0.13878615982448989,1.1488783973758603,0.13878615982448989
month_October,0.13414860634504294,1.1435627476984034,0.13414860634504294
month_May,0.13245861872794393,1.1416317729367167,0.13245861872794393
extra,-0.12045377306183826,0.8865180674140611,0.12045377306183826
month_March,0.11522339665859789,1.122124088345492,0.11522339665859789
month_February,0.11196597676384921,1.1184748058652267,0.11196597676384921
month_June,0.09791193026824127,1.1028656517492006,0.09791193026824127
rate_code,-0.059350424460659995,0.9423764795201212,0.059350424460659995
month_July,-0.056635858171968624,0.9449380982115348,0.056635858171968624
passenger_count,-0.05296687333842368,0.9484114296663878,0.05296687333842368
month_August,0.03565732467644829,1.0363006709717342,0.03565732467644829
month_September,0.02312596253169108,1.0233954409093342,0.02312596253169108
tolls_amount,-0.01929128991937419,0.98089359620789,0.01929128991937419
fare_amount,-0.01405659773486252,0.9860417349548583,0.01405659773486252
speed_mph,0.013449850942859071,1.0135407070648605,0.013449850942859071
