k,inertia,silhouette,calinski_harabasz,min_cluster_pct,max_cluster_pct,cluster_algo_used,fit_seconds,inertia_drop,inertia_drop_pct
2,23081741.899657574,0.6714074534680975,146892.63422190005,7.00958,92.99042,minibatch,53.21714089997113,,
3,21915202.44882341,0.6155865642035153,82711.07004925687,2.96006,92.56106,minibatch,52.157215300016105,1166539.4508341625,0.05053948943305135
4,15918433.11432117,0.3330656529665118,101246.60830394746,6.56848,59.96266,minibatch,47.809693999937735,5996769.334502241,0.2736351328948913
5,14772537.982861517,0.3230177406888668,85691.2393535658,2.99842,59.4244,minibatch,47.79525690001901,1145895.1314596534,0.07198542238612278
6,12823861.962096006,0.2715464797258829,85229.26987084147,2.06032,46.96636,minibatch,46.10294489993248,1948676.0207655113,0.13191206704130895
7,11597370.387866247,0.2839476712780444,81977.34224918798,2.00604,41.868919999999996,minibatch,45.12099780002609,1226491.5742297582,0.09564135810685952
8,10929623.273650754,0.25922167288360065,76156.8266876437,2.01186,40.58486,minibatch,44.74320040002931,667747.1142154932,0.057577458672366265
9,10141448.452277554,0.24434743152621932,74005.60654343557,2.0147600000000003,29.98304,minibatch,43.87692969990894,788174.8213732,0.07211363115079546
10,9633159.810837006,0.2631091339203433,70412.85446675803,2.00904,38.8402,minibatch,44.77605870005209,508288.641440548,0.050119925554263124
