cluster,fare_amount,tolls_amount,passenger_count,trip_distance,duration_min,speed_mph,tip_rate_pct,is_airport_trip_num
0,8.0556,0.0087,1.2267,1.4429,9.0267,10.3681,22.9505,0.0014
1,39.5238,3.948,1.704,13.4556,33.9233,25.3631,21.068,0.91
2,10.4077,0.0215,5.1128,2.1342,12.0178,11.1417,20.8103,0.0041
3,17.51,0.0524,1.2712,4.2111,20.7804,13.1401,15.9967,0.0087
