model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.1078973325324837,0.5860152974284937,0.7482630997538076,0.2695536999963224
simple_linear_regression,1.111224607157789,0.5741047520664185,0.7467487797409541,0.08318419998977333
naive_mean_tip_regression,2.208149400453402,1.3930307986520984,-1.0947574742292687e-05,0.0
