feature,coef
is_airport_trip,0.672161906838815
tolls_amount,0.20499131569763165
fare_amount,0.16787855492511944
extra,0.14686659410826033
month_December,0.05952407494391766
month_March,0.036986356522481605
month_November,0.0343551315467552
month_July,0.03317641722124266
month_June,0.02785590510604685
month_February,0.02473686997207162
