feature,log_odds_coef,odds_ratio
borough_Manhattan,0.9363680986727041,2.5507006819791433
borough_Unknown,0.8598196905504951,2.362734631914659
mta_tax,0.7912978626654146,2.206257988770579
is_airport_trip,0.7106447419093171,2.035303080902335
borough_Brooklyn,0.4873387598701891,1.6279780095963807
hour_Daytime,0.44658726779787605,1.5629690784742638
hour_Nightlife,0.3939515181566679,1.4828286566654179
hour_Evening Commute,0.38067335615541203,1.463269559344044
borough_Queens,0.3734216350440141,1.452696718568408
improvement_surcharge,0.37048267834471543,1.4484335734832903
