model,rmse,mae,r2,fit_seconds
optimized_lightgbm_regression,1.5439557330376572,0.6677146754782365,0.6438744180094853,0.40230760001577437
simple_linear_regression,1.5492713796284092,0.667565341792178,0.6414180049901799,0.0764784999191761
naive_mean_tip_regression,2.5872485686875897,1.534833670595767,-2.255125815509018e-05,0.0
