model,roc_auc,avg_precision,f1,precision,recall,accuracy,fit_seconds
optimized_random_forest_classifier,0.6259301555312905,0.9680894140170392,0.8945406364391745,0.9639192720936985,0.8344785687350735,0.81216,9.449445600039326
simple_logistic_regression,0.5945677522809453,0.9630027509460665,0.9769198489299202,0.9550721447297325,0.9997905057191938,0.9549,2.6124716999474913
naive_majority_tip_classifier,0.5,0.95468,0.9768146192727198,0.95468,1.0,0.95468,0.0
