year,target,sample_rows,train_rows,valid_rows,train_tip_share_pct,valid_tip_share_pct,outlier_method,outlier_cols_used_n,outlier_train_rows_removed,outlier_valid_rows_removed,best_reg_model,best_reg_rmse,best_reg_mae,best_reg_r2,naive_reg_rmse,best_reg_rmse_gain_vs_naive,best_cls_model,best_cls_roc_auc,best_cls_avg_precision,best_cls_f1,naive_cls_roc_auc,best_cls_auc_gain_vs_naive,opt_lgbm_tuned,opt_lgbm_trials,opt_rf_tuned,opt_rf_trials
2018,tip_amount,250000,200000,50000,95.4675,95.468,winsor,6,0,0,optimized_lightgbm_regression,1.2767796014192012,0.5491621157107481,0.7079811322771375,2.3627849980404405,1.0860053966212393,optimized_random_forest_classifier,0.6259301555312905,0.9680894140170392,0.8945406364391745,0.5,0.1259301555312905,True,40,True,30
