feature,coef
borough_Brooklyn,0.6610890406747785
is_airport_trip,0.6134697367889712
borough_Manhattan,0.521889514597116
borough_Unknown,0.5047778103934756
borough_Queens,0.3380113907921935
extra,0.20410773942403193
tolls_amount,0.19961827826114534
fare_amount,0.1791623284254786
month_December,0.020151427986226107
passenger_count,0.008298954794104387
