cluster,fare_amount,tolls_amount,passenger_count,trip_distance,duration_min,speed_mph,tip_rate_pct,is_airport_trip_num
0,7.8146,0.0045,1.1564,1.4217,8.6876,10.4836,28.5635,0.001
1,40.3028,4.2195,1.5164,13.8292,33.397,26.0934,21.6609,0.8899
2,9.2908,0.0148,4.4332,1.8665,10.5741,10.9339,27.0332,0.0027
3,18.1458,0.0669,1.2375,4.5522,21.266,13.5924,19.0436,0.0113
