feature,mean_,scale_
fare_amount,11.58370081,8.816548002969494
tolls_amount,0.22963840000000013,1.1603380034823643
passenger_count,1.4954454,1.1040355318642785
trip_distance,2.6925583564722864,3.2219797050916945
duration_min,12.537904001380562,8.875438493022061
speed_mph,11.91187879050145,5.81146153064558
tip_rate_pct,26.233557192935425,10.612336370164398
is_airport_trip_num,0.0478468,0.21344199148658632
